ticker,gap_date,gap_pct,open,prev_close,addv20,market_cap,fiscal_period,fiscal_year,eps_diluted,eps_positive,eps_growth_yoy,revenue,revenue_growth_yoy,net_income
BAH,2024-10-25,8.7,181.01,166.55,133270213,9438922827.0,Q2,2025,3.01,True,133.3,3146386000.0,18.0,390112000.0
CNC,2024-10-25,13.6,70,61.62,378600854,16941510950.0,Q3,2024,1.36,True,56.3,42023000000.0,10.5,710000000.0
AXTA,2024-10-30,8.1,38.29,35.41,64299025,5886987060.0,Q3,2024,0.46,True,39.4,1320000000.0,0.8,102000000.0
ENVX,2024-10-30,9.1,10.15,9.3,69684025,1073088743.0,Q3,2024,-0.3,False,-3.4,4317000.0,2058.5,-22638000.0
GRMN,2024-10-30,11.9,186.1,166.27,125857747,44948123422.0,Q3,2024,2.07,True,54.5,1586022000.0,24.1,399111000.0
RDDT,2024-10-30,28.3,104.9,81.74,361977142,25285496370.0,Q3,2024,0.16,True,,348351000.0,,29853000.0
CFLT,2024-10-31,19.7,27.61,23.07,67533017,11018764772.0,Q3,2024,-0.23,False,23.3,250199000.0,25.0,-74144000.0
CVNA,2024-10-31,14.9,238.2,207.31,505469770,42842269530.0,Q3,2024,,,,3655000000.0,31.8,148000000.0
ETSY,2024-10-31,9.3,52.46,47.99,158300514,5006778304.0,Q3,2024,0.45,True,-29.7,662410000.0,4.1,57366000.0
IDCC,2024-10-31,8.4,160.11,147.72,59555035,9223347068.0,Q3,2024,1.14,True,-33.7,128679000.0,-8.2,34190000.0
RBLX,2024-10-31,18.5,51.12,43.14,313024492,39985195172.0,Q3,2024,-0.37,False,17.8,918953000.0,28.8,-240447000.0
SFM,2024-10-31,13.7,135.1,118.84,119457513,7760938810.0,Q3,2024,0.91,True,42.2,1945735000.0,13.6,91610000.0
VAL,2024-10-31,7.7,52.52,48.79,65649697,6489707003.0,Q3,2024,0.88,True,417.6,643100000.0,41.3,62900000.0
MTZ,2024-11-01,12.6,138.36,122.89,85583476,22879500700.0,Q3,2024,1.21,True,572.2,3252427000.0,-0.1,105410000.0
WAT,2024-11-01,16.1,375,323.11,129065066,28113053172.0,Q3,2024,2.71,True,19.4,740305000.0,4.0,161503000.0
FOXA,2024-11-04,8.9,45.63,41.88,83391400,24413480916.0,Q1,2025,1.78,True,117.1,3564000000.0,11.1,832000000.0
ALAB,2024-11-05,24.0,86.35,69.65,273502491,20478506856.0,Q3,2024,-0.05,False,,113086000.0,,-7593000.0
PLTR,2024-11-05,15.6,47.86,41.41,1985937798,361023448575.0,Q3,2024,0.06,True,100.0,725516000.0,30.0,149341000.0
CVS,2024-11-06,11.5,61.7,55.34,757203927,96853428226.0,Q3,2024,0.07,True,-96.0,95428000000.0,6.3,71000000.0
DJT,2024-11-06,31.0,44.46,33.94,2690855632,2711966887.0,Q3,2024,-0.1,False,,1010900.0,,-19248400.0
QLYS,2024-11-06,19.9,153.75,128.23,54398197,3557246581.0,Q3,2024,1.24,True,0.0,153867000.0,8.4,46212000.0
APP,2024-11-07,36.5,230,168.55,583384943,154699300260.0,Q3,2024,1.25,True,316.7,1198235000.0,38.6,434420000.0
CDE,2024-11-07,8.0,6.38,5.91,67161430,12963949635.0,Q3,2024,0.12,True,300.0,313476000.0,61.1,48739000.0
FRSH,2024-11-07,17.0,15.31,13.09,42029420,2310019095.0,Q3,2024,-0.1,False,9.1,186575000.0,21.5,-29959000.0
RL,2024-11-07,10.5,229.94,208.04,116967518,20021207871.0,Q2,2025,2.31,True,5.5,1726000000.0,5.7,147900000.0
WBD,2024-11-07,7.6,9.02,8.38,192470041,67334734914.0,Q3,2024,0.05,True,129.4,9623000000.0,-3.6,141000000.0
Z,2024-11-07,16.8,68.55,58.68,168568790,10292920466.0,Q3,2024,-0.08,False,33.3,581000000.0,17.1,-20000000.0
AAOI,2024-11-08,8.9,19.5,17.9,49152856,7279997474.0,Q3,2024,-0.42,False,-55.6,65151000.0,4.2,-17757000.0
AXON,2024-11-08,15.2,540,468.75,215665379,39891718382.0,Q3,2024,0.86,True,10.3,544274000.0,31.6,67025000.0
BILL,2024-11-08,18.7,78.23,65.9,75600529,3937635908.0,Q1,2025,0.08,True,130.8,358450000.0,17.5,8912000.0
DOCS,2024-11-08,35.6,58.89,43.42,52087009,4501357306.0,Q2,2025,0.22,True,46.7,136832000.0,20.4,44154000.0
FIVN,2024-11-08,22.2,40.1,32.81,45610580,1205571917.0,Q3,2024,-0.06,False,78.6,264182000.0,14.8,-4479000.0
LITE,2024-11-08,17.5,86.5,73.64,106827161,44446500000.0,Q1,2025,-1.21,False,-18.6,336900000.0,6.1,-82400000.0
TOST,2024-11-08,17.5,38.39,32.67,176584013,16256400000.0,Q3,2024,0.07,True,177.8,1305000000.0,26.5,56000000.0
UPST,2024-11-08,17.7,65.27,55.47,368295774,2500720006.0,Q3,2024,-0.07,False,85.4,162140000.0,20.5,-6758000.0
CAVA,2024-11-13,15.9,168.16,145.03,267540297,9542976730.0,Q3,2024,0.15,True,150.0,243817000.0,38.9,17966000.0
NTRA,2024-11-13,15.1,155.56,135.12,126161850,26624215312.0,Q3,2024,-0.26,False,72.6,439758000.0,63.9,-31592000.0
RKLB,2024-11-13,31.2,19.24,14.66,171447498,38818943166.0,Q3,2024,-0.1,False,-25.0,104808000.0,54.9,-51939000.0
CNM,2024-12-03,11.8,53.99,48.29,126336935,9073856464.0,Q3,2025,0.69,True,6.2,2038000000.0,11.5,140000000.0
CRM,2024-12-04,10.7,366.81,331.43,2254634172,177982090000.0,Q3,2025,1.58,True,26.4,9444000000.0,8.3,1527000000.0
OKTA,2024-12-04,11.4,91,81.71,219600220,14002448697.0,Q3,2025,0,False,100.0,665000000.0,13.9,16000000.0
GTLB,2024-12-06,11.3,73.5,66.04,142882397,3858842920.0,Q3,2025,0.18,True,109.8,196047000.0,31.0,28267000.0
LULU,2024-12-06,9.3,377,344.81,590677443,18508540996.0,Q3,2025,2.87,True,46.4,2396660000.0,8.7,351870000.0
ULTA,2024-12-06,9.0,428.25,392.87,385634752,23765702784.0,Q3,2025,5.14,True,1.4,2530100000.0,1.7,242179000.0
COHR,2025-02-06,14.6,103.25,90.1,362302792,45513094392.0,,,,,,,,
RL,2025-02-06,14.7,285.5,249,174300312,20021207871.0,Q3,2025,4.66,True,11.2,2143500000.0,10.8,297400000.0
TTWO,2025-02-07,8.2,198,183.08,298688622,38623896612.0,Q3,2025,-0.71,False,-31.5,1359800000.0,-0.5,-125200000.0
ROK,2025-02-10,8.3,290.67,268.4,222149803,40553339734.0,Q1,2025,1.61,True,-13.4,1881000000.0,-8.3,178000000.0
INTU,2025-02-26,14.4,635.5,555.63,1080606239,121670938000.0,Q2,2025,1.67,True,33.6,3963000000.0,17.0,471000000.0
SMCI,2025-02-26,20.8,55.02,45.54,4972188515,18464820024.0,Q1,2025,0.67,True,-75.6,5937256000.0,180.1,424326000.0
SMCI,2025-02-26,20.8,55.02,45.54,4972188515,18464820024.0,Q1,2025,0.67,True,-75.6,5937256000.0,180.1,424326000.0
ESTC,2025-02-28,11.6,113,101.28,129174992,5329266902.0,Q3,2025,-0.16,False,-109.5,382083000.0,16.5,-17056000.0
LW,2025-04-03,10.7,59.94,54.15,133169821,5631579296.0,Q3,2025,1.03,True,2.0,1520500000.0,4.3,146000000.0
GEV,2025-04-23,8.6,354.04,326.07,1284219567,216976609109.0,Q1,2025,0.91,True,,8032000000.0,,264000000.0
PEGA,2025-04-23,28.6,44.23,34.38,59383233,7175905744.0,Q1,2025,0.91,True,750.0,475633000.0,44.1,85422000.0
ALLE,2025-04-24,10.4,139.61,126.46,150087553,12521246099.0,Q1,2025,1.71,True,21.3,941900000.0,5.4,148200000.0
NOW,2025-04-24,10.8,180.06,162.54,1625525743,118846520000.0,Q1,2025,2.2,True,31.7,3088000000.0,18.6,460000000.0
PI,2025-04-24,19.2,91.87,77.07,64731339,2773303715.0,Q1,2025,-0.3,False,-127.3,74277000.0,-3.3,-8451000.0
TXN,2025-04-24,8.2,164.63,152.15,1728054087,173698203064.0,Q1,2025,1.28,True,6.7,4069000000.0,11.1,1179000000.0
NE,2025-04-29,12.6,23.64,21,66132717,7370839527.0,Q1,2025,0.67,True,1.5,874487000.0,37.3,108303000.0
AAON,2025-05-01,9.6,100,91.27,65127076,6837837667.0,Q1,2025,0.35,True,-23.9,322054000.0,22.9,29292000.0
ATI,2025-05-01,7.6,58.5,54.38,100921644,19440846369.0,Q1,2025,0.67,True,45.7,1144400000.0,9.7,100500000.0
CARR,2025-05-01,8.3,67.72,62.54,330103819,46491864536.0,Q1,2025,0.47,True,62.1,5218000000.0,-3.7,437000000.0
CVS,2025-05-01,8.7,72.5,66.71,782239050,96853428226.0,Q1,2025,1.41,True,60.2,94588000000.0,7.0,1782000000.0
GH,2025-05-01,11.5,52.65,47.23,91568880,11213761001.0,Q1,2025,-0.77,False,18.1,203471000.0,20.8,-95159000.0
META,2025-05-01,7.8,592.08,549,11650493683,1552413483811.0,Q1,2025,6.43,True,36.5,42314000000.0,16.1,16644000000.0
MSFT,2025-05-01,9.1,431.11,395.26,10208469594,2937207581012.0,Q3,2025,3.46,True,17.7,70066000000.0,13.3,25824000000.0
PWR,2025-05-01,9.4,320.21,292.69,364833886,83640252641.0,Q1,2025,0.96,True,21.5,6233334000.0,23.9,148969000.0
DUOL,2025-05-02,9.2,436.93,400,313260351,4619439131.0,Q1,2025,0.72,True,26.3,230743000.0,37.7,35135000.0
EXAS,2025-05-02,10.5,52.12,47.16,128439596,19770292013.0,Q1,2025,-0.54,False,10.0,706785000.0,10.9,-101215000.0
FIVN,2025-05-02,7.7,27,25.08,50515133,1205571917.0,Q1,2025,0.01,True,110.0,279705000.0,13.2,576000
RGA,2025-05-02,9.1,204,186.94,84880306,13211634991.0,Q1,2025,4.27,True,35.1,5260000000.0,-17.0,288000000.0
RRX,2025-05-06,16.7,128.67,110.28,93005654,12383552160.0,Q1,2025,0.86,True,186.7,1418100000.0,-8.4,57500000.0
TDW,2025-05-06,16.8,44.41,38.01,43313509,3805263395.0,Q1,2025,0.83,True,-6.7,333444000.0,3.8,42320000.0
DIS,2025-05-07,11.1,102.42,92.17,984757026,175894206006.0,Q2,2025,1.81,True,18200.0,23621000000.0,7.0,3401000000.0
KVYO,2025-05-07,7.9,34.11,31.6,66209694,5827281251.0,Q1,2025,-0.05,False,0.0,279827000.0,33.3,-14089000.0
ROK,2025-05-07,10.7,280,253.05,252637906,40553339734.0,Q2,2025,2.22,True,-3.9,2001000000.0,-5.9,248000000.0
APP,2025-05-08,13.4,344,303.46,1938269250,154699300260.0,Q1,2025,1.67,True,149.3,1484021000.0,40.3,576419000.0
CDE,2025-05-08,9.6,6.28,5.73,93448286,12963949635.0,Q1,2025,0.06,True,175.0,360062000.0,69.0,33353000.0
IONQ,2025-05-08,8.9,31.74,29.14,401739511,12091812133.0,Q1,2025,-0.14,False,26.3,7566000.0,-0.2,-32252000.0
QTWO,2025-05-08,7.7,86.52,80.31,43041443,3014131168.0,Q1,2025,0.07,True,130.4,189735000.0,14.6,4753000.0
RELY,2025-05-08,10.3,23.26,21.09,45468460,3212479386.0,Q1,2025,0.05,True,145.5,361624000.0,34.4,11352000.0
ROOT,2025-05-08,7.9,150.99,139.93,68870983,680671221.0,Q1,2025,1.07,True,354.8,349400000.0,37.1,18400000.0
RUN,2025-05-08,14.2,8.44,7.39,70652008,2846737772.0,Q1,2025,0.2,True,150.0,504271000.0,10.1,-277171000.0
XRAY,2025-05-08,7.9,14.77,13.68,42620786,2305107303.0,Q1,2025,0.1,True,11.1,879000000.0,-7.8,19000000.0
LYFT,2025-05-09,12.7,14.65,13,146575624,5203266345.0,Q1,2025,0.01,True,112.5,1450172000.0,13.5,2567000.0
PINS,2025-05-09,9.0,30.37,27.86,313154527,11650107909.0,Q1,2025,0.01,True,125.0,854988000.0,15.5,8922000.0
TOST,2025-05-09,8.7,39.84,36.65,228821944,16256400000.0,Q1,2025,0.09,True,160.0,1337000000.0,24.4,56000000.0
TTD,2025-05-09,16.4,69.75,59.9,501692136,13013212465.0,Q1,2025,0.1,True,66.7,616021000.0,25.4,50678000.0
OKLO,2025-05-14,7.9,34.55,32.03,285354249,9120141768.0,Q1,2025,-0.07,False,,0,,-9810000.0
QUBT,2025-05-16,14.0,10.53,9.24,91031984,1639129254.0,Q1,2025,0.11,True,237.5,39000,44.4,16982000.0
INTU,2025-05-23,8.1,720,666.07,962360247,121670938000.0,Q3,2025,10.02,True,19.0,7754000000.0,15.1,2820000000.0
ULTA,2025-05-30,11.0,468.16,421.79,300642082,23765702784.0,Q1,2026,6.7,True,,2848367000.0,,305052000.0
DG,2025-06-03,10.1,106.96,97.17,339335751,29020471953.0,Q1,2026,1.78,True,7.9,10435979000.0,5.3,391928000.0
SIG,2025-06-03,16.7,77.94,66.81,70313859,3344667977.0,Q1,2026,0.78,True,186.7,1541600000.0,2.0,33500000.0
GWRE,2025-06-04,13.2,246.95,218.18,165365651,13651529090.0,Q3,2025,0.54,True,871.4,293508000.0,22.0,45991000.0
HPE,2025-06-04,8.4,19.17,17.69,280037569,28675686222.0,Q2,2025,-0.82,False,-441.7,7627000000.0,5.9,-1050000000.0
HQY,2025-06-04,8.0,112.08,103.76,98327584,6647797414.0,Q1,2026,0.61,True,84.8,330844000.0,15.0,53915000.0
THO,2025-06-04,8.8,89.65,82.41,56813562,4330749123.0,Q3,2025,2.53,True,18.8,2894816000.0,3.3,133928000.0
MDB,2025-06-05,17.5,234.75,199.73,482786708,20968367627.0,Q1,2026,,,,549014000.0,21.9,-37626000.0
RH,2025-06-13,19.3,211,176.87,233700242,2410493221.0,Q1,2026,0.4,True,300.0,813952000.0,12.0,8039000.0
LEVI,2025-07-11,10.2,21.75,19.73,47677296,6993269110.0,Q2,2025,0.17,True,325.0,1446000000.0,0.3,67000000.0
GEV,2025-07-23,8.5,595.75,548.99,1606437556,216976609109.0,Q2,2025,1.86,True,-60.0,9111000000.0,11.1,492000000.0
LII,2025-07-23,9.6,679.44,619.97,195357115,16738808075.0,Q2,2025,7.71,True,12.2,1500900000.0,3.4,273900000.0
NOW,2025-07-24,8.2,206.93,191.29,1327157191,118846520000.0,Q2,2025,1.84,True,46.0,3215000000.0,22.4,385000000.0
ENSG,2025-07-25,8.9,150.05,137.77,52404948,12186831094.0,Q2,2025,1.44,True,18.0,1227769000.0,18.5,84466000.0
FIX,2025-07-25,18.2,665.3,562.83,176205807,48025789444.0,Q2,2025,6.53,True,74.6,2173319000.0,20.1,230848000.0
SAM,2025-07-25,10.4,222.74,201.81,55281191,2418337664.0,Q2,2025,5.45,True,24.1,587949000.0,1.5,60433000.0
CLS,2025-07-29,7.6,186.5,173.37,538203166,30289430815.0,Q2,2025,1.82,True,,2893400000.0,,211000000.0
WGS,2025-07-29,24.0,105.31,84.91,60633277,2278078119.0,Q2,2025,0.36,True,132.7,102692000.0,45.6,10809000.0
ETSY,2025-07-30,9.0,65.74,60.3,289616566,5006778304.0,Q2,2025,0.25,True,-39.0,672663000.0,3.8,28840000.0
FSS,2025-07-30,12.1,117.5,104.86,74307250,6418828773.0,Q2,2025,1.16,True,17.2,564600000.0,15.1,71400000.0
VFC,2025-07-30,21.0,15,12.4,95280303,6244562954.0,Q1,2026,-0.3,False,55.2,1760666000.0,-7.7,-116408000.0
AGCO,2025-07-31,9.0,116.25,106.64,85190367,8584534281.0,Q2,2025,4.22,True,185.8,2635000000.0,-18.8,314400000.0
ALHC,2025-07-31,15.4,15,13,41734357,3470997416.0,Q2,2025,0.07,True,153.8,1015288000.0,49.0,15653000.0
AMSC,2025-07-31,8.8,47.8,43.94,40022136,1476933081.0,Q1,2026,0.17,True,342.9,72358000.0,79.6,6724000.0
CGNX,2025-07-31,14.1,38.52,33.76,59286906,7950666002.0,Q2,2025,0.24,True,14.3,249093000.0,4.1,40511000.0
CVNA,2025-07-31,17.0,390.24,333.59,890375646,42842269530.0,Q2,2025,,,,4840000000.0,41.9,308000000.0
HII,2025-07-31,7.8,278.67,258.52,104470435,16313577828.0,Q2,2025,3.86,True,-11.9,3082000000.0,3.5,152000000.0
MAS,2025-07-31,9.0,71.66,65.73,137675391,12525907869.0,Q2,2025,1.28,True,9.4,2051000000.0,-1.9,283000000.0
META,2025-07-31,11.5,775.2,695.21,7852222215,1552413483811.0,Q2,2025,7.14,True,38.4,47516000000.0,21.6,18337000000.0
MOD,2025-07-31,10.0,125,113.62,127288179,9941939882.0,Q1,2026,0.95,True,8.0,682800000.0,3.2,51700000.0
PI,2025-07-31,18.6,145,122.21,53932707,2773303715.0,Q2,2025,0.39,True,14.7,97894000.0,-4.5,11553000.0
RBLX,2025-07-31,19.7,149.6,124.94,932718521,39985195172.0,Q2,2025,-0.41,False,-28.1,1080677000.0,20.9,-279800000.0
BIO,2025-08-01,12.0,270.93,241.95,70135544,7093075543.0,Q2,2025,11.67,True,115.3,651600000.0,2.1,317800000.0
RDDT,2025-08-01,13.3,182,160.59,874182548,25285496370.0,Q2,2025,0.45,True,850.0,499627000.0,77.7,89297000.0
AXON,2025-08-05,9.8,818,744.88,465992522,39891718382.0,Q2,2025,0.44,True,-17.0,668538000.0,32.8,36117000.0
BWXT,2025-08-05,13.9,176.04,154.51,152053297,17752234933.0,Q2,2025,0.85,True,7.6,764039000.0,12.1,78462000.0
LMND,2025-08-05,11.8,41.38,37,79178890,4212546606.0,Q2,2025,-0.6,False,25.9,164100000.0,34.5,-43900000.0
PRIM,2025-08-05,18.9,110.69,93.09,78781880,7216543017.0,Q2,2025,1.54,True,69.2,1890745000.0,20.9,84319000.0
STRL,2025-08-05,8.8,295.52,271.74,121904759,12200033073.0,Q2,2025,2.31,True,38.3,614468000.0,5.4,79108000.0
ALAB,2025-08-06,21.7,164.99,135.54,699898692,20478506856.0,Q2,2025,0.29,True,680.0,191925000.0,149.7,51219000.0
ANET,2025-08-06,13.3,133.79,118.12,1067360679,167835768104.0,Q2,2025,0.7,True,-66.3,2204800000.0,30.4,888800000.0
GPN,2025-08-06,11.8,87.69,78.41,188835606,19220824125.0,Q2,2025,0.99,True,-32.7,1956747000.0,-23.8,246098000.0
KVYO,2025-08-06,15.5,35.47,30.7,44353722,5827281251.0,Q2,2025,-0.09,False,-350.0,293117000.0,31.9,-24281000.0
SHOP,2025-08-06,14.3,145.16,127,954466160,160353534547.0,Q2,2025,0.69,True,,2680000000.0,,906000000.0
ZETA,2025-08-06,16.9,18.55,15.87,136458866,4355165024.0,Q2,2025,-0.06,False,62.5,308442000.0,35.4,-12814000.0
BROS,2025-08-07,20.4,69.56,57.79,170742615,6009663045.0,Q2,2025,0.2,True,66.7,415813000.0,28.0,38357000.0
DUOL,2025-08-07,29.8,446,343.61,375409711,4619439131.0,Q2,2025,0.91,True,78.4,252265000.0,41.5,44781000.0
HCC,2025-08-07,9.4,60,54.85,64388808,4474771679.0,Q2,2025,0.11,True,-91.9,297523000.0,-25.0,5606000.0
HL,2025-08-07,13.9,6.96,6.11,116950987,13145559598.0,Q2,2025,0.09,True,125.0,304027000.0,23.8,57705000.0
HTZ,2025-08-07,13.1,6.3,5.57,52543519,1215083037.0,Q2,2025,-0.95,False,66.3,2185000000.0,-7.1,-294000000.0
IBP,2025-08-07,9.0,230.93,211.82,97349759,7679562001.0,Q2,2025,2.52,True,9.6,760300000.0,3.1,69000000.0
LOPE,2025-08-07,8.7,187,172.05,40789549,4450712152.0,Q2,2025,1.48,True,24.4,247499000.0,8.8,41546000.0
MKSI,2025-08-07,8.4,97.15,89.62,100437659,14354161802.0,Q2,2025,0.92,True,178.8,973000000.0,9.7,62000000.0
RELY,2025-08-07,18.4,19.5,16.47,74899903,3212479386.0,Q2,2025,0.03,True,150.0,411852000.0,34.4,6536000.0
ROAD,2025-08-07,9.1,101.93,93.43,54581427,6441057403.0,Q3,2025,0.79,True,33.9,779277000.0,50.5,44047000.0
RUN,2025-08-07,23.5,11.2,9.07,135926754,2846737772.0,Q2,2025,1.07,True,94.5,569336000.0,8.7,-278984000.0
CRH,2025-08-07,8.7,106.13,97.6,371277780,66809448440.0,Q2,2025,1.94,True,3.2,10206000000.0,5.7,1332000000.0
AMPX,2025-08-08,11.4,8.6,7.72,77460766,2342184892.0,Q2,2025,-0.05,False,61.5,15067000.0,350.4,-6370000.0
AMR,2025-08-08,14.8,148.58,129.45,47912953,2403233804.0,Q2,2025,-0.38,False,-108.5,550274000.0,-31.6,-4954000.0
DOCS,2025-08-08,7.6,63.01,58.55,97622443,4501357306.0,Q1,2026,0.27,True,28.6,145913000.0,15.2,53320000.0
EXPE,2025-08-08,12.8,211.6,187.61,291649346,27983288947.0,Q2,2025,2.48,True,-11.4,3786000000.0,6.4,322000000.0
MNST,2025-08-08,7.7,65.5,60.8,366935016,75434456299.0,Q2,2025,,,,2111593000.0,11.1,488794000.0
NTRA,2025-08-08,14.8,162,141.08,213016322,26624215312.0,Q2,2025,-0.74,False,-146.7,546600000.0,32.2,-100938000.0
PSIX,2025-08-08,25.6,110.22,87.79,56388550,1307882533.0,Q2,2025,2.22,True,,191907000.0,,51212000.0
RKLB,2025-08-08,7.5,47.54,44.21,967336730,38818943166.0,Q2,2025,-0.13,False,-62.5,144498000.0,36.0,-66414000.0
TEM,2025-08-08,9.3,64.2,58.74,490090712,8935109026.0,Q2,2025,-0.25,False,96.4,314635000.0,89.6,-42843000.0
ASTS,2025-08-12,11.6,51.23,45.92,562472425,25266281947.0,Q2,2025,,,,1156000.0,28.4,-135903000.0
CRCL,2025-08-12,15.6,186.3,161.17,3022671074,28477584620.0,Q2,2025,-4.48,False,,658078000.0,,-482100000.0
LIF,2025-08-12,9.2,80.51,73.74,51261500,3305786828.0,Q2,2025,0.08,True,153.3,115381000.0,36.0,7006000.0
ONDS,2025-08-12,14.9,3.94,3.43,68192331,4572935228.0,Q2,2025,-0.08,False,42.9,6273388.0,554.9,-10750150.0
S,2025-08-29,7.9,19,17.61,105170814,4934897793.0,Q2,2026,-0.22,False,0.0,242183000.0,21.7,-72019000.0
PL,2025-09-08,18.0,7.71,6.53,42776659,8455621695.0,Q2,2026,-0.07,False,46.2,73386000.0,20.1,-22592000.0
APLD,2025-10-10,26.4,37.02,29.29,694958449,7562796512.0,Q1,2026,-0.07,False,-133.3,64216000.0,5.8,-16926000.0
PEGA,2025-10-22,9.8,62.62,57.05,65811027,7175905744.0,Q3,2025,0.24,True,241.2,381350000.0,17.3,43364000.0
FIX,2025-10-24,15.8,955,825,283030308,48025789444.0,Q3,2025,8.25,True,101.7,2450969000.0,35.2,291615000.0
SLM,2025-10-24,11.5,29.8,26.73,85164907,3911572317.0,Q3,2025,0.63,True,373.9,657587000.0,0.8,135850000.0
ATI,2025-10-28,8.4,99.4,91.71,116685069,19440846369.0,Q3,2025,0.78,True,36.8,1125500000.0,7.1,113600000.0
CFLT,2025-10-28,10.5,24.4,22.08,195100984,11018764772.0,Q3,2025,-0.19,False,17.4,298524000.0,19.3,-66504000.0
CLS,2025-10-28,14.6,346.01,301.82,737574736,30289430815.0,Q3,2025,2.31,True,,3194000000.0,,267800000.0
BE,2025-10-29,14.1,129.3,113.28,1317305169,43347504700.0,Q3,2025,-100,False,-166566.7,519048000.0,57.1,-22960000.0
FLS,2025-10-29,9.2,57.51,52.66,94548214,9454169841.0,Q3,2025,1.67,True,,380286000.0,,223858000.0
CAH,2025-10-30,10.3,181.44,164.47,326617192,51082400753.0,Q1,2026,1.88,True,10.6,64009000000.0,22.4,454000000.0
AMZN,2025-10-31,12.2,250.1,222.86,10453586669,2229321017073.0,Q3,2025,1.95,True,36.4,180169000000.0,13.4,21187000000.0
RDDT,2025-10-31,12.8,219.2,194.42,1057406851,25285496370.0,Q3,2025,0.8,True,400.0,584911000.0,67.9,162663000.0
WDC,2025-10-31,12.6,155.5,138.13,1172668457,92316635781.0,Q1,2026,3.07,True,127.4,2818000000.0,27.4,1182000000.0
CIFR,2025-11-03,23.0,22.94,18.65,919012237,5704081251.0,Q3,2025,-0.01,False,96.2,71707000.0,197.5,-3283000.0
HSIC,2025-11-04,8.3,70,64.64,100151661,8668190424.0,Q3,2025,0.84,True,7.7,3339000000.0,5.2,109000000.0
HTZ,2025-11-04,16.2,5.74,4.94,52873790,1215083037.0,Q3,2025,0.42,True,109.7,2478000000.0,-3.8,184000000.0
AEIS,2025-11-05,13.6,221.56,195.05,86407135,11401554000.0,Q3,2025,1.2,True,400.0,463300000.0,23.8,46200000.0
CNK,2025-11-05,8.4,29.01,26.75,93392398,2978266390.0,Q3,2025,0.4,True,-66.4,857500000.0,-7.0,49500000.0
LITE,2025-11-05,16.0,218.5,188.36,607952334,44446500000.0,Q1,2026,0.05,True,104.1,533800000.0,58.4,4200000.0
LMND,2025-11-05,15.4,67.7,58.66,130569445,4212546606.0,Q3,2025,-0.51,False,46.3,194500000.0,42.4,-37500000.0
QLYS,2025-11-05,16.7,141.46,121.21,40985729,3557246581.0,Q3,2025,1.39,True,12.1,169882000.0,10.4,50346000.0
SLDP,2025-11-05,11.1,6.24,5.62,92315966,694821730.0,Q3,2025,-0.14,False,-7.7,4560000.0,-2.0,-25867000.0
U,2025-11-05,17.4,42.1,35.87,322486753,8412949282.0,Q3,2025,-0.3,False,3.2,470615000.0,5.4,-126828000.0
ZETA,2025-11-05,12.7,18.82,16.7,157219623,4355165024.0,Q3,2025,-0.02,False,77.8,337169000.0,25.7,-3634000.0
AAON,2025-11-06,17.7,110,93.46,97374757,6837837667.0,Q3,2025,0.37,True,-41.3,384238000.0,17.4,30782000.0
COHR,2025-11-06,14.2,153.7,134.63,473881068,45513094392.0,,,,,,,,
HCC,2025-11-06,11.7,73.77,66.06,46958069,4474771679.0,Q3,2025,0.7,True,-12.5,328589000.0,0.3,36598000.0
HL,2025-11-06,14.1,13.82,12.11,241972411,13145559598.0,Q3,2025,0.15,True,,409542000.0,67.1,100726000.0
QTWO,2025-11-06,9.1,66.68,61.12,58072327,3014131168.0,Q3,2025,0.23,True,215.0,201704000.0,15.2,15048000.0
SITM,2025-11-06,17.9,329,279.07,80405847,8577191279.0,Q3,2025,-0.31,False,62.7,83567000.0,44.8,-8014000.0
SNAP,2025-11-06,17.5,8.58,7.3,385729145,7701621074.0,Q3,2025,-0.06,False,33.3,1506839000.0,9.8,-103541000.0
WK,2025-11-06,15.9,95.16,82.11,66818818,3500445478.0,Q3,2025,0.05,True,116.1,224166000.0,20.8,2786000.0
YOU,2025-11-06,15.2,36.6,31.79,43468160,4431556514.0,Q3,2025,,,,229193000.0,15.5,45144000.0
EXPE,2025-11-07,12.4,247,219.7,381297896,27983288947.0,Q3,2025,7.33,True,45.4,4412000000.0,8.7,964000000.0
G,2025-11-07,12.2,43.09,38.39,72157692,6505783348.0,Q3,2025,0.83,True,12.2,1291257000.0,6.6,145831000.0
GRND,2025-11-07,9.0,14.81,13.59,49677855,2208812216.0,Q3,2025,0.16,True,77.8,115766000.0,29.6,30834000.0
INOD,2025-11-07,8.2,65.9,60.9,124546921,1385601872.0,Q3,2025,0.24,True,-52.9,62550000.0,19.8,8342000.0
PCT,2025-11-07,18.1,11.35,9.61,46358130,1040252636.0,Q3,2025,-0.31,False,42.6,2430000.0,,-28370000.0
VG,2025-11-10,12.1,8.96,7.99,80518262,32186310996.0,Q3,2025,0.16,True,,3329000000.0,,550000000.0
BBAI,2025-11-11,21.9,6.96,5.71,997030700,1875662913.0,Q3,2025,-0.03,False,40.0,33143000.0,-20.1,2521000.0
RKLB,2025-11-11,7.9,56,51.9,1142137756,38818943166.0,Q3,2025,-0.03,False,70.0,155080000.0,48.0,-18257000.0
ONDS,2025-11-13,14.7,6.32,5.51,458134797,4572935228.0,Q3,2025,-0.03,False,80.0,10098310.0,582.0,-7480856.0
